episodes,learner_return,learner_harm,harm_per_100_moves,learner_moves,bystander_return,expert_return,frac_social,l_pi,l_v,l_aux,ent,kl,sec
128,0.05078125,1.5078125,5.498003560309899,26.984375,-2.24609375,0.0,0.0,0.004365891322959214,0.05769091621041298,0.4017114877700806,1.943241798877716,0.00033782621248974466,161.1708641052246
256,-0.0625,1.3515625,5.140396289015061,26.3828125,-2.08984375,0.0,0.0,0.0055914132855832575,0.07625687699764967,0.39519238471984863,1.9408591508865356,0.0019403712030907627,107.69379425048828
384,-0.0234375,1.3046875,5.070067127772578,25.71875,-1.83203125,0.0,0.0,9.274550247937441e-05,0.056326487101614475,0.33426612317562104,1.9131039202213287,0.004354059769684682,210.22881650924683
512,-0.15625,1.421875,5.56570406197295,24.5,-2.3359375,0.0,0.0,-0.013045733142644168,0.07015404645353555,0.25472182780504227,1.9119508922100068,0.0031686540576629342,316.9667491912842
640,-0.00390625,1.234375,5.481758069126334,22.171875,-1.703125,0.0,0.0,0.0019464773488127524,0.05748697246114413,0.20114365054501426,1.8913996749454074,0.003839673470388839,416.71626138687134
768,0.0390625,1.21875,5.406984320737745,21.9453125,-1.7421875,0.0,0.0,-0.006148797279456631,0.037488226685673,0.1638786181807518,1.8942465364933014,0.001802174584736349,528.0839776992798
896,0.015625,1.3125,5.470241334852201,24.125,-1.84375,0.0,0.0,0.0068758915876969695,0.06976254228502513,0.1399374410510063,1.894233375787735,0.00047584632411599157,677.1490712165833
1024,-0.0078125,1.40625,5.9338725992765555,23.4140625,-2.1484375,0.0,0.0,-0.012002153508365154,0.05290575549006462,0.12275039851665497,1.8933530926704407,0.001113848854583921,794.526314496994
1152,0.0546875,1.1484375,5.13473900277827,23.3515625,-2.03515625,0.0,0.0,0.000467213388118479,0.04815561407142215,0.1168631265560786,1.8807037340270147,0.003265435079811141,904.414617061615
1280,0.03515625,1.4296875,5.85080515189458,26.9609375,-1.953125,0.0,0.0,-0.006305371224880218,0.06467462107539176,0.11339213363826275,1.8511169672012329,0.0014523756501148455,1011.7076783180237
1408,0.0234375,1.4375,5.028951422380331,29.6015625,-1.95703125,0.0,0.0,-0.0016975782578811049,0.06149207279086113,0.11049812883138657,1.8355852365493774,0.0029099890583893285,1120.129320383072
1536,0.109375,1.578125,5.122074991545035,30.5625,-2.4375,0.0,0.0,-0.00321578947477974,0.06138761658221483,0.10840654000639915,1.8384787082672118,0.0018824102386133744,1223.9980907440186
1664,0.0625,1.7890625,6.123475632316412,29.6484375,-2.2578125,0.0,0.0,-0.0045227845897898074,0.06496617402881384,0.10926620475947857,1.858135986328125,0.001074043729022378,1332.7639565467834
1792,-0.0390625,1.84375,5.507669245399729,32.5,-2.44921875,0.0,0.0,0.014938604971393942,0.07868957277387381,0.10585286989808082,1.8618698298931122,0.0012734134776110294,1445.054313659668
1920,0.09375,1.8828125,6.307307779440496,29.8671875,-2.18359375,0.0,0.0,-0.009339696122333407,0.050576558150351045,0.10630699582397937,1.821630984544754,0.003918544486805331,1649.508295059204
2048,0.15234375,1.3046875,4.683392163704637,27.1015625,-1.71875,0.0,0.0,-0.006420393753796816,0.04650783743709326,0.10548189468681812,1.8290697753429412,0.0036064565101696644,1753.863873720169
2176,-0.01171875,1.4765625,5.131560628311918,28.4375,-2.28515625,0.0,0.0,0.009185415180400013,0.06655758898705244,0.10613387860357762,1.8342489540576934,0.0008837205110467039,1864.073551416397
2304,0.0859375,1.421875,5.197297400756875,28.53125,-2.12109375,0.0,0.0,-0.011786836991086602,0.05088077411055565,0.1062492247670889,1.847779530286789,0.002824834564671619,1983.129011631012
2432,0.015625,1.921875,5.999587190759415,33.34375,-2.890625,0.0,0.0,-0.002030311222188175,0.07795702945441008,0.10475963763892651,1.8278232276439668,0.003226993843418313,2093.0346479415894
2560,0.06640625,1.7421875,5.253555794609303,33.78125,-2.26953125,0.0,0.0,-0.007763543142937123,0.08285379335284233,0.1059704914689064,1.8085470497608185,0.0009138399291259702,2200.2860054969788
2688,-0.06640625,1.765625,5.242431726825829,33.9140625,-2.58203125,0.0,0.0,-0.006067531555891037,0.08736238591372966,0.10663084425032139,1.806703919172287,0.000911087954591494,2318.657991170883
2816,0.00390625,1.9453125,5.143581109640447,37.0625,-2.421875,0.0,0.0,-0.0023244621232151987,0.09358426295220852,0.10463597662746907,1.79809131026268,0.004051802159665385,2425.9056758880615
2944,0.203125,1.8046875,4.853571907681639,36.40625,-2.62890625,0.0,0.0,0.013121563967110382,0.06626765616238117,0.10624973848462105,1.7558925615416632,0.0033391119723091833,2530.406923055649
3072,0.07421875,2.3203125,5.458883104320542,41.8125,-2.96875,0.0,0.0,-0.010450848145410419,0.11801456362009048,0.1074136584997177,1.7324131906032563,0.002804204347921768,2697.855805873871
3200,0.078125,2.171875,5.2327796121083034,41.3359375,-2.79296875,0.0,0.0,-0.004199174721725285,0.07044944372028113,0.10572028271853924,1.71021329164505,0.001697130791581003,2809.3970835208893
3328,-0.0390625,2.328125,5.05639793215949,46.2578125,-2.95703125,0.0,0.0,0.015187563374638557,0.12722678780555724,0.10507577285170555,1.7164209485054016,0.0008932749820814934,2913.3512473106384
3456,-0.03125,2.375,5.555397586797406,44.7578125,-3.0390625,0.0,0.0,-0.016225199424661697,0.09998693205416202,0.10467281751334667,1.7088784217834472,0.001201113402203191,3017.104432821274
3584,0.1015625,2.90625,6.029739363441395,47.5546875,-3.4921875,0.0,0.0,0.004103890527039767,0.09157624579966069,0.10336662121117116,1.695464903116226,0.0006055451631254982,3125.1856892108917
3712,0.0859375,2.40625,5.458890766901169,43.4609375,-3.0859375,0.0,0.0,-0.013571207015775143,0.07289132960140705,0.10347346030175686,1.6858081579208375,0.0003902082877175417,3238.33731842041
3840,-0.140625,2.3359375,5.3784749830956855,43.0,-3.16796875,0.0,0.0,0.0012052925303578377,0.10246397443115711,0.10351169295608997,1.696601974964142,0.0011392228443583008,3347.7980568408966
3968,0.125,1.8515625,4.619942027303594,39.4140625,-2.59765625,0.0,0.0,-0.0013622137252241374,0.07554754223674535,0.10213948078453541,1.658931350708008,0.0007430858822772279,3461.312992811203
4096,0.13671875,1.890625,5.617467921282664,35.234375,-2.41796875,0.0,0.0,-0.00612777512287721,0.05644749645143747,0.10176276229321957,1.6376594603061676,0.0010564577030891086,3641.708603143692
4224,0.2578125,2.0234375,5.285695829931155,37.3125,-2.45703125,0.0,0.0,-0.00814674764405936,0.07006562501192093,0.10160815976560116,1.6011359632015227,0.0020665128955442923,3729.519321680069
4352,-0.015625,2.2265625,5.244897627752614,42.578125,-2.6953125,0.0,0.0,0.014733251027064399,0.10780532620847225,0.10044825375080109,1.5507533371448516,0.001299597174511291,3813.542240381241
