episodes,learner_return,learner_harm,harm_per_100_moves,learner_moves,bystander_return,expert_return,frac_social,l_pi,l_v,l_aux,ent,kl,sec
128,0.09375,1.46875,5.29393821361022,26.7734375,-18.82421875,25.4921875,1.0,0.00888611008413136,0.06409338843077421,0.40082997381687163,1.942547231912613,0.0001521727223007474,131.37371397018433
256,0.1484375,1.71875,6.19829409625251,27.0859375,-19.9375,24.771484375,1.0,0.006527014938183129,0.05111235082149505,0.3963637113571167,1.9396788895130157,0.00047184306458802894,289.56056118011475
384,-0.046875,1.4140625,5.140187219555099,27.4453125,-18.76953125,25.4921875,1.0,-0.0026521373074501753,0.05672650997127805,0.34779729161943707,1.9174164703914098,0.0038961571533166406,103.27050685882568
512,-0.109375,1.6640625,6.008090925412473,27.46875,-19.8828125,24.771484375,1.0,0.0018390008946880699,0.07159554287791252,0.2766667865216732,1.893208885192871,0.0018647511380549986,207.65367722511292
640,-0.00390625,1.046875,4.4949299310355135,23.171875,-20.1796875,26.46484375,1.0,-0.0023509250488132237,0.05023782998323441,0.21554243937134743,1.8677187323570252,0.003508136704476783,311.3885295391083
768,-0.0078125,1.1484375,5.530166664119081,21.5625,-19.19921875,24.9765625,1.0,0.0004143296042457223,0.05434860698878765,0.17090692222118378,1.8725013256072998,0.0028217785518791063,415.12299966812134
896,0.03125,1.296875,5.767248814368658,22.4765625,-17.56640625,24.994140625,1.0,0.005632011329426485,0.039676509030601555,0.14421750780414133,1.8881454467773438,0.003605860219549333,529.5791387557983
1024,-0.15625,1.21875,4.5475674045087615,26.8203125,-18.3046875,25.03125,1.0,-0.006146978680044412,0.057893896102905275,0.12692834697663785,1.8972221672534944,0.0015383475496491884,671.3033919334412
1152,0.109375,1.234375,4.350042062120595,27.3671875,-18.98046875,25.927734375,1.0,0.008281614491716027,0.04521259628236294,0.11862636543810368,1.888962060213089,0.0026156711697694845,774.8978786468506
1280,-0.109375,1.6875,5.234894460805705,31.203125,-18.57421875,26.92578125,1.0,-0.005781406567742427,0.07854335779945056,0.1145622914036115,1.8974386612574259,0.0032901166394973796,875.9201304912567
1408,-0.0546875,1.6328125,5.961881278670223,28.875,-19.21484375,24.41796875,1.0,-0.006569091184064746,0.052525198087096214,0.11357030607759952,1.9033019065856933,0.003287639379414031,979.840833902359
1536,-0.046875,1.2265625,4.752265806246981,24.5625,-19.1328125,23.208984375,1.0,-0.007939288602210581,0.04979640766978264,0.10833867900073528,1.8925946235656739,0.0013667795319634024,1082.2003366947174
1664,0.06640625,1.140625,4.961792480969982,23.03125,-18.51171875,24.58203125,1.0,-0.014109565410763025,0.05918796565383673,0.10791129656136036,1.852424019575119,0.0021371682931203397,1184.8405029773712
1792,0.109375,1.21875,5.148790399743207,23.3046875,-17.98046875,25.470703125,1.0,-0.012063486082479358,0.04754813173785806,0.10519397519528866,1.843942403793335,0.001651048375060782,1288.024332523346
1920,0.13671875,1.40625,5.331762045033963,25.1953125,-19.71484375,23.828125,1.0,0.002920405077748001,0.04132992681115866,0.10576823055744171,1.861682152748108,0.0012743162165861576,1395.753829240799
2048,0.08203125,1.390625,4.506573374213423,30.2890625,-21.23046875,24.998046875,1.0,-0.006000151881016791,0.042500600963830945,0.10439124442636967,1.8768542408943176,0.0016380131201003678,1582.633441209793
2176,-0.14453125,2.0390625,6.514162755305092,31.375,-20.93359375,25.296875,1.0,-0.00039964746683835984,0.07155637871474027,0.10750050581991673,1.8806695997714997,0.0019128185420413501,1705.13982462883
2304,0.07421875,1.9296875,5.995096245457047,34.203125,-19.76953125,24.236328125,1.0,0.0004581401124596596,0.0694636511305968,0.10491275290648143,1.8786316792170206,0.003242731862701476,1805.361748456955
2432,-0.11328125,2.234375,5.630517681143801,39.7109375,-18.421875,24.8515625,1.0,-0.0008726958418264985,0.09200258851051331,0.1057381883263588,1.8831516087055207,0.002614238697424298,1907.2955787181854
2560,-0.16015625,2.1875,5.721791751374766,38.5234375,-21.40234375,25.58984375,1.0,-0.017780223861336708,0.10376853048801422,0.10645047873258591,1.8801868855953217,0.00047312743263319137,2009.0403816699982
2688,-0.3125,2.4296875,6.345835254587303,39.4609375,-18.1015625,24.353515625,1.0,0.0009698797482997179,0.11573558934032917,0.10662092417478561,1.8685062527656555,0.0013058678137895185,2111.4540650844574
2816,0.09375,2.015625,5.036719356450739,40.15625,-20.0078125,26.5390625,1.0,-0.01704376023262739,0.08509138971567154,0.10466588474810123,1.8526107668876648,0.001247947652154835,2215.1815161705017
2944,-0.015625,2.046875,5.319780300443541,38.8046875,-20.828125,24.701171875,1.0,0.005990405438933521,0.09462550729513168,0.10647695176303387,1.8420696079730987,0.0019485664706735406,2331.0112307071686
3072,-0.01171875,1.8203125,5.158685705431742,35.015625,-17.640625,24.734375,1.0,0.0026982523035258056,0.07221579439938068,0.10481300242245198,1.846712154150009,0.0030209911259589718,2432.88139796257
3200,0.0703125,1.828125,5.819584174467945,31.2265625,-21.3203125,24.37890625,1.0,-0.011855268507497385,0.048642670176923274,0.10286360196769237,1.8514533400535584,0.0026773896839586086,2537.2662596702576
3328,0.09375,1.6796875,5.3544524098918505,30.8203125,-19.9140625,25.42578125,1.0,-0.006509382766671479,0.07335133869200945,0.10413968935608864,1.8420237123966217,0.0009867675180430524,2702.163289785385
3456,0.06640625,1.890625,5.890276388834714,32.4765625,-18.9921875,25.16796875,1.0,0.008106167102232576,0.06420844662934541,0.10367698483169079,1.8389094769954681,0.0008894140177289955,2804.8714921474457
3584,0.11328125,1.6484375,5.239617291348558,30.015625,-19.921875,24.150390625,1.0,-0.00010105841793119907,0.05769059825688601,0.10295614153146744,1.837250304222107,0.0008860550180543215,2907.251905441284
3712,0.18359375,1.765625,6.343893767904163,27.453125,-19.0078125,25.09375,1.0,-0.00915118765551597,0.047840815410017966,0.1019929826259613,1.8210386693477632,0.0017753530242771375,3009.4919607639313
3840,0.05078125,1.59375,5.126836191887767,29.875,-19.796875,26.435546875,1.0,-0.012159362668171525,0.08437309041619301,0.10226764976978302,1.8020323753356933,0.003624917927663773,3110.244771003723
3968,0.05859375,1.71875,5.454064920378274,31.296875,-18.3515625,26.0546875,1.0,-0.0050656932406127455,0.07411744408309459,0.10175313651561738,1.7781475126743316,0.0015455240405572112,3210.6583025455475
4096,0.28515625,1.734375,5.229791078445215,32.640625,-17.26953125,26.3671875,1.0,0.0004770227475091815,0.06746440045535565,0.1013970673084259,1.7602692306041718,0.0023960391008586157,3310.369076728821
4224,-0.0078125,1.6328125,5.486865733026157,30.2890625,-20.82421875,25.85546875,1.0,0.0015290022594854236,0.086990487575531,0.10212333761155605,1.7229093730449676,0.0012233813613420352,3413.248829603195
4352,0.078125,1.8125,5.734526308297822,31.4921875,-18.80078125,25.19921875,1.0,-0.008802020223811269,0.06280349679291249,0.10140666924417019,1.6990429401397704,0.0017979150048631708,3514.6390347480774
4480,0.25,1.5078125,5.311676166450988,28.140625,-18.49609375,26.26953125,1.0,0.0010399069404229521,0.04669151026755571,0.10018045008182526,1.6793099522590638,0.002577198752260301,3689.474176645279
4608,-0.08984375,1.6953125,5.823512424651916,30.6484375,-19.3203125,25.1328125,1.0,0.0033362573012709618,0.07729588970541953,0.09952100068330764,1.6538249909877778,0.0009810245210246649,3789.5159816741943
4736,-0.04296875,1.703125,5.507967806169851,30.7265625,-19.28515625,25.71875,1.0,-0.0008708969922736287,0.06225068047642708,0.09867330342531204,1.6380426704883575,0.0004478701710468158,3890.417807817459
4864,0.28125,1.8515625,6.6954041366393575,29.875,-19.05859375,24.98828125,1.0,-0.0010051744524389506,0.044347109459340575,0.09839689284563065,1.6354208648204804,0.0005804484237160068,3990.348289012909
4992,0.125,1.6328125,5.023896369818107,30.859375,-19.26953125,26.212890625,1.0,-0.0005223251646384597,0.0753201998770237,0.09578209705650806,1.6156625032424927,0.0008781676275248174,4092.0492975711823
5120,0.1171875,1.8984375,6.368883213752275,29.34375,-17.0,26.93359375,1.0,-0.004020884819328785,0.045582559704780576,0.09586356580257416,1.5963418662548066,0.00042352955279056914,4192.489512205124
5248,0.21484375,1.578125,5.191572158771819,30.4609375,-21.08984375,24.26171875,1.0,0.006804493721574545,0.06269601080566645,0.09377845227718354,1.588786792755127,0.00159787937082001,4301.4971652030945
5376,0.1171875,1.75,6.178258964273018,30.7109375,-20.15234375,25.67578125,1.0,0.0007814739248715342,0.062264133244752884,0.09190708138048649,1.5048474371433258,0.002728908543213038,4403.44155216217
5504,0.2421875,1.46875,5.0860159991188585,29.3828125,-19.109375,26.69921875,1.0,0.0027740804944187403,0.04163063745945692,0.09146761372685433,1.4909703135490417,0.0001270871187443845,4514.398088216782
