episodes,learner_return,learner_harm,harm_per_100_moves,learner_moves,bystander_return,expert_return,frac_social,l_pi,l_v,l_aux,ent,kl,sec
128,-1.265625,1.3203125,5.073143662947263,24.6171875,-1.76171875,0.0,0.0,0.008259491715580224,0.34820741340517997,0.4013725757598877,1.9428884029388427,0.00017363053120789118,356.00161385536194
256,-1.67578125,1.6015625,5.909711058762488,26.2265625,-2.11328125,0.0,0.0,-0.001326538366265595,0.42947868928313254,0.3969106748700142,1.9415925443172455,0.0016974623162241188,689.6645905971527
384,-1.64453125,1.53125,4.9947609416606165,29.234375,-2.0,0.0,0.0,0.009430267382413149,0.3566803582012653,0.35202975422143934,1.9245575606822967,0.0027857841938384808,1067.5186228752136
512,-1.55078125,1.5078125,5.509886357440266,27.5078125,-1.9921875,0.0,0.0,0.00517709335933129,0.26789605990052223,0.28469327340523404,1.9196005860964458,0.004009187823006262,1410.1473805904388
640,-1.390625,1.34375,5.814237039420162,22.3203125,-1.98046875,0.0,0.0,-0.0008352121436282209,0.24383852121077085,0.23707987681815498,1.9013531960939105,0.004610842967706144,1787.8505063056946
768,-1.09765625,1.0625,5.845154548144677,18.1015625,-1.56640625,0.0,0.0,-0.00494712283834815,0.16065321303904057,0.19718678742647172,1.8770969569683076,0.0022076013636251448,2207.9215862751007
896,-0.80859375,0.8984375,6.074236201159092,15.0859375,-1.5625,0.0,0.0,0.004336162749677896,0.12343168258666992,0.1657401978969574,1.8627752423286439,0.002739970153925242,2648.209892988205
1024,-0.7734375,0.8046875,5.354800196795566,15.21875,-1.4921875,0.0,0.0,-0.0029449106310494243,0.12676697224378586,0.1418422669172287,1.8436754584312438,0.002216026357200462,3065.9128885269165
1152,-0.7890625,0.78125,4.64817774644236,16.875,-1.2734375,0.0,0.0,-0.007233153762561935,0.15113254157560213,0.12978791551930563,1.8435396977833338,0.003549886390309049,3454.6523399353027
1280,-0.9609375,0.9375,6.507313011834986,15.5703125,-1.7109375,0.0,0.0,0.008662546199047938,0.19109945790842175,0.12136125704273582,1.8556662872433662,0.003980401719672955,3878.2521941661835
1408,-0.62109375,0.6328125,5.232316943369071,12.90625,-1.09765625,0.0,0.0,-0.014396034754239596,0.09113516543920223,0.11739158916931886,1.8381476218883808,0.0035682260361052332,4294.052590608597
1536,-0.625,0.6875,6.539126340367149,10.7578125,-1.2890625,0.0,0.0,-0.00021729108411818742,0.07981113884598016,0.11291850358247757,1.8130845189094544,0.002328457122348482,4717.086592674255
1664,-0.69921875,0.7421875,6.346416142619683,11.5859375,-1.33203125,0.0,0.0,-0.00029824447951146534,0.10509536787867546,0.11145700301442828,1.8046666468892778,0.003427509460639807,5123.4221732616425
1792,-0.75,0.734375,5.422337887150615,12.8515625,-1.03125,0.0,0.0,-0.005740411300212145,0.10814911425113678,0.1093903623521328,1.8109768629074097,0.00349539585004095,5557.149406194687
1920,-0.67578125,0.625,5.1866198459468915,10.984375,-1.109375,0.0,0.0,0.01312594402115792,0.08625497259199619,0.10659845396876336,1.8150332391262054,0.004602121158677619,5973.63050699234
2048,-0.328125,0.40625,4.5322364267676765,8.890625,-0.7734375,0.0,0.0,-0.005051519675180316,0.04818679420277476,0.1030081957578659,1.8214584171772004,0.0014651218763901853,6377.482754230499
2176,-0.4296875,0.5078125,5.839641363538423,8.5859375,-1.09765625,0.0,0.0,-0.00793231138959527,0.06377378329634667,0.10464629568159581,1.8165310204029084,0.004060529455455253,6748.384608268738
